Rank,Title,IsoAbbr,H index,SJR,Country,Region,Coverage,search
25215,Salus,Salus,5,"0,101",Venezuela,Latin America,2002-2018,Salus[Journal]
25228,Sefarad,Sefarad,5,"0,107",Spain,Western Europe,"1982-1983, 1996-2020",Sefarad[Journal]
25258,Soundings,Soundings,5,"0,106",United States,Northern America,"1975-1977, 1979-1980, 1982-1985, 1989, 1994, 2002-2020",Soundings[Journal]
25270,State legislatures,State Legis,5,"0,125",United States,Northern America,1999-2017,State legislatures[Journal]
25275,Studia Leibnitiana,Stud Leibnitiana,5,"0,102",Germany,Western Europe,"1973-1974, 1976, 1987, 2003-2006, 2008-2017",Studia Leibnitiana[Journal]
25313,Toxicon: X,Toxicon X,5,"0,404",United Kingdom,Western Europe,2019-2020,Toxicon: X[Journal]
25323,Turk hijiyen ve deneysel biyoloji dergisi. Turkish bulletin of hygiene and experimental biology,Turk Hij Deney Biyol Derg,5,"0,171",Turkey,Middle East,"1964-1978, 2012-2020",Turk hijiyen ve deneysel biyoloji dergisi. Turkish bulletin of hygiene and experimental biology[Journal]
25342,Utopian studies,Utop Stud,5,"0,123",United States,Northern America,"1990, 1999, 2001, 2011, 2014-2020",Utopian studies[Journal]
25372,Zeitschrift fur Bibliothekswesen und Bibliographie,Z Bibliothekswes Bibliogr,5,"0,139",Germany,Western Europe,"1969, 1988-2019",Zeitschrift fur Bibliothekswesen und Bibliographie[Journal]
25377,Zeitschrift fur Religions- und Geistesgeschichte,Z Relig Geistesgesch,5,"0,100",Netherlands,Western Europe,"1929, 1948-1949, 1951-2000, 2006-2020",Zeitschrift fur Religions- und Geistesgeschichte[Journal]
25379,Zhonghua fang she xue za zhi Chinese journal of radiology,Zhonghua Fang She Xue Za Zhi,5,"0,103",China,Asiatic Region,"1957, 1959-1960, 1979-1989, 2006-2020",Zhonghua fang she xue za zhi Chinese journal of radiology[Journal]
25380,"Zhonghua yi shi za zhi (Beijing, China : 1980)",Zhonghua Yi Shi Za Zhi,5,"0,103",China,Asiatic Region,"1980-1981, 1984-2010, 2014-2016, 2019-2020","Zhonghua yi shi za zhi (Beijing, China : 1980)[Journal]"
25860,Byzantinoslavica,Byzantinoslavica,4,"0,102",Czech Republic,Eastern Europe,"1972, 2008-2017",Byzantinoslavica[Journal]
25905,Cleveland state law review,Clevel State Law Rev,4,"0,106",United States,Northern America,"1974-1975, 1980, 1982-1983, 1990, 1995, 1997, 1999, 2001, 2016-2020",Cleveland state law review[Journal]
25955,Daphnis,Daphnis,4,"0,100",Netherlands,Western Europe,"1973, 2002-2012, 2015-2020",Daphnis[Journal]
25956,Das Argument,Argument,4,"0,161",Germany,Western Europe,"1979, 2011, 2013-2019",Das Argument[Journal]
26000,Epigraphica,Epigraphica,4,"0,100",Italy,Western Europe,"1970, 1977, 2002-2007, 2009-2018",Epigraphica[Journal]
26033,Experientia supplementum (2012),Exp Suppl,4,"0,397",Switzerland,Western Europe,2018-2019,Experientia supplementum (2012)[Journal]
26084,Gymnasium,Gymnasium,4,"0,111",Germany,Western Europe,"1970, 1976, 2009-2019",Gymnasium[Journal]
26085,Gynakologische Praxis,Gynakol Prax,4,"0,102",Germany,Western Europe,"1977-1980, 2002-2019",Gynakologische Praxis[Journal]
26090,Health literacy research and practice,Health Lit Res Pract,4,"0,260",United States,Northern America,2018-2020,Health literacy research and practice[Journal]
26413,Medeniyet medical journal,Medeni Med J,4,"0,128",Turkey,Middle East,2015-2020,Medeniyet medical journal[Journal]
26417,Medical radiology,Med Radiol,4,"0,101",United States,Northern America,"1959-1963, 2012, 2014-2020",Medical radiology[Journal]
26422,Medievales,Medievales,4,"0,100",France,Western Europe,"1985, 2011-2019",Medievales[Journal]
26443,Montana : the magazine of western history,Montana,4,"0,100",United States,Northern America,"1971, 1973, 1983, 1985, 1987, 2000, 2002-2019",Montana : the magazine of western history[Journal]
26444,Moreana,Moreana,4,"0,101",France,Western Europe,"1975-1976, 2002-2019",Moreana[Journal]
26880,Revista mexicana de urologia,Rev Mex Urol,4,"0,129",Mexico,Latin America,"1963-1965, 2014-2020",Revista mexicana de urologia[Journal]
26913,Rural policy brief,Rural Policy Brief,4,"0,267",United States,Northern America,"2003, 2007, 2010-2019",Rural policy brief[Journal]
26926,Scandia,Scandia,4,"0,120",Sweden,Western Europe,"1976, 1980-1982, 2001, 2008-2019",Scandia[Journal]
26949,Showa Igakkai zasshi = The Journal of the Showa Medical Association,Showa Igakkai Zasshi,4,"0,118",Japan,Asiatic Region,"1939-1944, 1949, 1951-2017",Showa Igakkai zasshi = The Journal of the Showa Medical Association[Journal]
27008,Sri Lanka journal of social sciences,Sri Lanka J Soc Sci,4,"0,109",Sri Lanka,Asiatic Region,"1978, 1980, 1993, 2004, 2006, 2008, 2010, 2012, 2014-2020",Sri Lanka journal of social sciences[Journal]
27024,Studies in Christian ethics,Stud Christ Ethics,4,"0,121",United Kingdom,Western Europe,"1989, 1991, 1995-1996, 1998-1999, 2003, 2015-2020",Studies in Christian ethics[Journal]
27065,Transactions of the Cambridge Bibliographical Society,Trans Camb Bibliogr Soc,4,"0,115",United Kingdom,Western Europe,"1971, 1979-1980, 1982, 1988, 2002-2011, 2013-2017, 2019",Transactions of the Cambridge Bibliographical Society[Journal]
27066,Transactions of the Institute of Indian Geographers,Trans Inst Indian Geogr,4,"0,103",India,Asiatic Region,1980-2019,Transactions of the Institute of Indian Geographers[Journal]
27092,VacciMonitor,Vaccimonitor,4,"0,190",Cuba,Latin America,2012-2020,VacciMonitor[Journal]
27097,Veterinaria,Veterinaria,4,"0,109",Italy,Western Europe,"1974, 1979-1980, 2011-2020",Veterinaria[Journal]
27097,Veterinaria,Veterinaria,4,"0,109",Italy,Western Europe,"1974, 1979-1980, 2011-2020",Veterinaria[Journal]
27598,Archivos de prevencion de riesgos laborales,Arch Prev Riesgos Labor,3,,Spain,Western Europe,"2012-2014, 2016, 2020",Archivos de prevencion de riesgos laborales[Journal]
27606,Art in America,Art Am,3,"0,100",United States,Northern America,"1979, 1983, 2002-2020",Art in America[Journal]
27609,ARTnews,ARTnews,3,"0,100",United States,Northern America,"1977, 2002-2013, 2017-2019",ARTnews[Journal]
27753,Contraception: X,Contracept X,3,"0,392",United States,Northern America,2019-2020,Contraception: X[Journal]
27855,Etnografia polska,Etnogr Pol,3,"0,123",Poland,Eastern Europe,"1983, 2001, 2011-2018",Etnografia polska[Journal]
27869,European human rights law review,Eur Hum Rights Law Rev,3,,United Kingdom,Western Europe,"1998, 2001, 2003, 2020",European human rights law review[Journal]
27940,Herpetozoa,Herpetozoa,3,"0,251",Bulgaria,Eastern Europe,"2011, 2020",Herpetozoa[Journal]
27948,Historiallinen aikakauskirja,Hist Aikak,3,"0,198",Finland,Western Europe,"1978, 1983, 1985, 1987, 1999-2001, 2011, 2013-2019",Historiallinen aikakauskirja[Journal]
27950,Historisk tidskrift for Finland,Hist Tidskr Finl,3,"0,128",Finland,Western Europe,"1976-1977, 1981, 2001, 2011-2019",Historisk tidskrift for Finland[Journal]
27951,History in Africa,Hist Afr,3,"0,271",United States,Northern America,"1974, 1988, 1999-2001, 2017-2020",History in Africa[Journal]
28099,International Review of Social Research,Int Rev Soc Res,3,"0,107",Germany,Western Europe,2018-2019,International Review of Social Research[Journal]
28131,JBI evidence synthesis,JBI Evid Synth,3,,United States,Northern America,2020,JBI evidence synthesis[Journal]
28220,Journal of the ASEAN Federation of Endocrine Societies,J ASEAN Fed Endocr Soc,3,"0,153",Philippines ,Asiatic Region,2014-2020,Journal of the ASEAN Federation of Endocrine Societies[Journal]
28318,Metascience,Metascience,3,,United States,Northern America,2008-2020,Metascience[Journal]
28331,Militargeschichtliche Zeitschrift,Militargesch Z,3,"0,102",Germany,Western Europe,"2001, 2009-2017",Militargeschichtliche Zeitschrift[Journal]
28424,Philobiblon,Philobiblon,3,"0,103",Romania,Eastern Europe,2011-2020,Philobiblon[Journal]
28822,Revista de historia,Rev Hist (Brazil),3,"0,104",Brazil,Latin America,"1968-1971, 1973, 1975-1978, 1999-2001, 2017-2019",Revista de historia[Journal]
28822,Revista de historia,Rev Hist (Arg),3,"0,104",Brazil,Latin America,"1968-1971, 1973, 1975-1978, 1999-2001, 2017-2019",Revista de historia[Journal]
28822,Revista de historia,Rev Hist (Costa Rica),3,"0,104",Brazil,Latin America,"1968-1971, 1973, 1975-1978, 1999-2001, 2017-2019",Revista de historia[Journal]
29012,Thrombosis,Thrombosis,3,"0,494",United States,Northern America,"2014, 2016-2017",Thrombosis[Journal]
29090,Yale journal on regulation,Yale J Regul,3,"0,324",United States,Northern America,"1991, 1994, 1998, 2019-2020",Yale journal on regulation[Journal]
29098,Zeitgeschichte,Zeitgesch,3,"0,102",Austria,Western Europe,"1976, 1978-1982, 1999-2001, 2006-2019",Zeitgeschichte[Journal]
29511,Arbeiderhistorie,Arbeiderhistorie,2,"0,119",Norway,Western Europe,"2001, 2011, 2013-2020",Arbeiderhistorie[Journal]
29554,Atene e Roma,Atene Roma,2,"0,102",Italy,Western Europe,"1966, 1970, 1974, 2009-2017",Atene e Roma[Journal]
29619,Casopis Matice moravske (1968),Cas Matice Moravske,2,"0,102",Czech Republic,Eastern Europe,"1983, 2001, 2019",Casopis Matice moravske (1968)[Journal]
29652,Clinical advances in periodontics,Clin Adv Periodontics,2,"0,182",United States,Northern America,2017-2020,Clinical advances in periodontics[Journal]
29654,Clinical privilege white paper,Clin Privil White Pap,2,"0,112",United States,Northern America,1997-2017,Clinical privilege white paper[Journal]
29699,"Cuadernos de historia (Santiago, Chile)",Cuad Hist,2,"0,139",Chile,Latin America,"1999, 2001-2002, 2017-2019","Cuadernos de historia (Santiago, Chile)[Journal]"
29708,Cytokine: X,Cytokine X,2,"0,763",United States,Northern America,2019-2020,Cytokine: X[Journal]
29790,Estudios de Asia y Africa,Estud Asia Afr,2,"0,116",Mexico,Latin America,"1984, 2014-2020",Estudios de Asia y Africa[Journal]
29847,Gene: X,Gene X,2,"0,221",Netherlands,Western Europe,2019-2020,Gene: X[Journal]
30048,Journalism history,Journal Hist,2,"0,103",United States,Northern America,"1975, 1980, 1984, 1986, 2001, 2019-2020",Journalism history[Journal]
30267,Northern Scotland,North Scotl,2,"0,103",United Kingdom,Western Europe,"1979, 1981, 1999, 2001, 2018-2020",Northern Scotland[Journal]
30343,PISTES,PISTES,2,"0,129",Canada,Northern America,2018-2019,PISTES[Journal]
30674,Protetyka stomatologiczna,Protet Stomatol,2,"0,115",Poland,Eastern Europe,"1967-1990, 2017-2020",Protetyka stomatologiczna[Journal]
30683,Psihoterapija,Psihoterapija,2,"0,187",Croatia,Eastern Europe,"1973, 1999, 2016-2020",Psihoterapija[Journal]
30794,Scope,Scope (Kalamazoo),2,"0,102",New Zealand,Pacific Region,"1945-1946, 2009, 2011-2019",Scope[Journal]
30800,"Secuencia (Mexico City, Mexico)",Secuencia,2,"0,138",Mexico,Latin America,"1987, 1989, 2001-2002, 2016-2020","Secuencia (Mexico City, Mexico)[Journal]"
30844,Societa e storia,Soc Stor,2,"0,110",Italy,Western Europe,"1978, 1983-1984, 1999, 2001-2002, 2017-2020",Societa e storia[Journal]
31321,Annales de Bourgogne,Ann Bourgogne,1,"0,100",France,Western Europe,"1980, 1982, 1987, 2011-2019",Annales de Bourgogne[Journal]
31533,Dentistry 3000,Dent 3000,1,"0,136",United States,Northern America,2018-2019,Dentistry 3000[Journal]
31910,Loquens,Loquens,1,"0,117",Spain,Western Europe,2018-2020,Loquens[Journal]
31926,Media Asia,Media Asia,1,,Philippines ,Asiatic Region,"1984, 1987-1989, 1995-1996, 1998",Media Asia[Journal]
32222,Psychological science in the public interest : a journal of the American Psychological Society,Psychol Sci Public Interest,1,"1,227",United States,Northern America,2015-2020,Psychological science in the public interest : a journal of the American Psychological Society[Journal]
32294,Rivista di storia della chiesa in Italia,Riv Stor Chiesa Ital,1,"0,100",Italy,Western Europe,"1973-1974, 1983, 1987, 2011, 2013-2018",Rivista di storia della chiesa in Italia[Journal]
32465,Windows in time,Windows Time,1,"0,103",United States,Northern America,"1999-2005, 2007-2011, 2014-2018",Windows in time[Journal]
32611,Biblos,Biblos,0,"0,102",Portugal,Western Europe,2019,Biblos[Journal]
32704,Humanitas,Humanitas,0,"0,101",Portugal,Western Europe,2018-2019,Humanitas[Journal]
32704,Humanitas,Humanitas (Monterey N L),0,"0,101",Portugal,Western Europe,2018-2019,Humanitas[Journal]
32780,Neonatal intensive care : the journal of perinatology-neonatology,Neonatal Intensive Care,0,"0,101",United States,Northern America,"1990-1994, 2019",Neonatal intensive care : the journal of perinatology-neonatology[Journal]
32902,Slovansky prehled,Slov Prehl,0,"0,101",Czech Republic,Eastern Europe,"1985, 1999, 2002, 2019-2020",Slovansky prehled[Journal]
